AnimalName,Month,Hemisphere,Availability
olive flounder,March,Southern,All day
olive flounder,April,Southern,All day
olive flounder,May,Southern,All day
olive flounder,June,Southern,All day
olive flounder,July,Southern,All day
olive flounder,August,Southern,All day
olive flounder,September,Southern,All day
olive flounder,October,Southern,All day
olive flounder,November,Southern,All day
olive flounder,December,Southern,All day
pale chub,January,Northern,9 AM – 4 PM
pale chub,February,Northern,9 AM – 4 PM
pale chub,March,Northern,9 AM – 4 PM
pale chub,April,Northern,9 AM – 4 PM
pale chub,May,Northern,9 AM – 4 PM
pale chub,June,Northern,9 AM – 4 PM
pale chub,July,Northern,9 AM – 4 PM
pale chub,August,Northern,9 AM – 4 PM
pale chub,September,Northern,9 AM – 4 PM
pale chub,October,Northern,9 AM – 4 PM
pale chub,November,Northern,9 AM – 4 PM
pale chub,December,Northern,9 AM – 4 PM
pale chub,January,Southern,9 AM – 4 PM
pale chub,February,Southern,9 AM – 4 PM
pale chub,March,Southern,9 AM – 4 PM
pale chub,April,Southern,9 AM – 4 PM
pale chub,May,Southern,9 AM – 4 PM
pale chub,June,Southern,9 AM – 4 PM
pale chub,July,Southern,9 AM – 4 PM
pale chub,August,Southern,9 AM – 4 PM
pale chub,September,Southern,9 AM – 4 PM
pale chub,October,Southern,9 AM – 4 PM
pale chub,November,Southern,9 AM – 4 PM
pale chub,December,Southern,9 AM – 4 PM
pike,September,Northern,All day
pike,October,Northern,All day
pike,November,Northern,All day
pike,December,Northern,All day
pike,March,Southern,All day
pike,April,Southern,All day
pike,May,Southern,All day
pike,June,Southern,All day
piranha,June,Northern,"9 AM – 4 PM, 9 PM – 4 AM"
piranha,July,Northern,"9 AM – 4 PM, 9 PM – 4 AM"
piranha,August,Northern,"9 AM – 4 PM, 9 PM – 4 AM"
piranha,September,Northern,"9 AM – 4 PM, 9 PM – 4 AM"
piranha,December,Southern,"9 AM – 4 PM, 9 PM – 4 AM"
piranha,January,Southern,"9 AM – 4 PM, 9 PM – 4 AM"
piranha,February,Southern,"9 AM – 4 PM, 9 PM – 4 AM"
piranha,March,Southern,"9 AM – 4 PM, 9 PM – 4 AM"
pond smelt,December,Northern,All day
pond smelt,January,Northern,All day
pond smelt,February,Northern,All day
pond smelt,June,Southern,All day
pond smelt,July,Southern,All day
pond smelt,August,Southern,All day
pop-eyed goldfish,January,Northern,9 AM – 4 PM
pop-eyed goldfish,February,Northern,9 AM – 4 PM
pop-eyed goldfish,March,Northern,9 AM – 4 PM
pop-eyed goldfish,April,Northern,9 AM – 4 PM
pop-eyed goldfish,May,Northern,9 AM – 4 PM
pop-eyed goldfish,June,Northern,9 AM – 4 PM
pop-eyed goldfish,July,Northern,9 AM – 4 PM
pop-eyed goldfish,August,Northern,9 AM – 4 PM
pop-eyed goldfish,September,Northern,9 AM – 4 PM
pop-eyed goldfish,October,Northern,9 AM – 4 PM
pop-eyed goldfish,November,Northern,9 AM – 4 PM
pop-eyed goldfish,December,Northern,9 AM – 4 PM
pop-eyed goldfish,January,Southern,9 AM – 4 PM
pop-eyed goldfish,February,Southern,9 AM – 4 PM
pop-eyed goldfish,March,Southern,9 AM – 4 PM
pop-eyed goldfish,April,Southern,9 AM – 4 PM
pop-eyed goldfish,May,Southern,9 AM – 4 PM
pop-eyed goldfish,June,Southern,9 AM – 4 PM
pop-eyed goldfish,July,Southern,9 AM – 4 PM
pop-eyed goldfish,August,Southern,9 AM – 4 PM
pop-eyed goldfish,September,Southern,9 AM – 4 PM
pop-eyed goldfish,October,Southern,9 AM – 4 PM
pop-eyed goldfish,November,Southern,9 AM – 4 PM
pop-eyed goldfish,December,Southern,9 AM – 4 PM
puffer fish,July,Northern,All day
puffer fish,August,Northern,All day
puffer fish,September,Northern,All day
puffer fish,January,Southern,All day
puffer fish,February,Southern,All day
puffer fish,March,Southern,All day
rainbowfish,May,Northern,9 AM – 4 PM
rainbowfish,June,Northern,9 AM – 4 PM
rainbowfish,July,Northern,9 AM – 4 PM
rainbowfish,August,Northern,9 AM – 4 PM
rainbowfish,September,Northern,9 AM – 4 PM
rainbowfish,October,Northern,9 AM – 4 PM
rainbowfish,November,Southern,9 AM – 4 PM
rainbowfish,December,Southern,9 AM – 4 PM
rainbowfish,January,Southern,9 AM – 4 PM
rainbowfish,February,Southern,9 AM – 4 PM
rainbowfish,March,Southern,9 AM – 4 PM
rainbowfish,April,Southern,9 AM – 4 PM
ranchu goldfish,January,Northern,9 AM – 4 PM
ranchu goldfish,February,Northern,9 AM – 4 PM
ranchu goldfish,March,Northern,9 AM – 4 PM
ranchu goldfish,April,Northern,9 AM – 4 PM
ranchu goldfish,May,Northern,9 AM – 4 PM
ranchu goldfish,June,Northern,9 AM – 4 PM
ranchu goldfish,July,Northern,9 AM – 4 PM
ranchu goldfish,August,Northern,9 AM – 4 PM
ranchu goldfish,September,Northern,9 AM – 4 PM
ranchu goldfish,October,Northern,9 AM – 4 PM
ranchu goldfish,November,Northern,9 AM – 4 PM
ranchu goldfish,December,Northern,9 AM – 4 PM
ranchu goldfish,January,Southern,9 AM – 4 PM
ranchu goldfish,February,Southern,9 AM – 4 PM
ranchu goldfish,March,Southern,9 AM – 4 PM
ranchu goldfish,April,Southern,9 AM – 4 PM
ranchu goldfish,May,Southern,9 AM – 4 PM
ranchu goldfish,June,Southern,9 AM – 4 PM
ranchu goldfish,July,Southern,9 AM – 4 PM
ranchu goldfish,August,Southern,9 AM – 4 PM
ranchu goldfish,September,Southern,9 AM – 4 PM
ranchu goldfish,October,Southern,9 AM – 4 PM
ranchu goldfish,November,Southern,9 AM – 4 PM
ranchu goldfish,December,Southern,9 AM – 4 PM
ray,August,Northern,4 AM – 9 PM
ray,September,Northern,4 AM – 9 PM
ray,October,Northern,4 AM – 9 PM
ray,November,Northern,4 AM – 9 PM
ray,February,Southern,4 AM – 9 PM
ray,March,Southern,4 AM – 9 PM
ray,April,Southern,4 AM – 9 PM
ray,May,Southern,4 AM – 9 PM
red snapper,January,Northern,All day
red snapper,February,Northern,All day
red snapper,March,Northern,All day
red snapper,April,Northern,All day
red snapper,May,Northern,All day
red snapper,June,Northern,All day
red snapper,July,Northern,All day
red snapper,August,Northern,All day
red snapper,September,Northern,All day
red snapper,October,Northern,All day
red snapper,November,Northern,All day
red snapper,December,Northern,All day
red snapper,January,Southern,All day
red snapper,February,Southern,All day
red snapper,March,Southern,All day
red snapper,April,Southern,All day
red snapper,May,Southern,All day
red snapper,June,Southern,All day
red snapper,July,Southern,All day
red snapper,August,Southern,All day
red snapper,September,Southern,All day
red snapper,October,Southern,All day
red snapper,November,Southern,All day
red snapper,December,Southern,All day
ribbon eel,June,Northern,All day
ribbon eel,July,Northern,All day
ribbon eel,August,Northern,All day
ribbon eel,September,Northern,All day
ribbon eel,October,Northern,All day
ribbon eel,December,Southern,All day
ribbon eel,January,Southern,All day
ribbon eel,February,Southern,All day
ribbon eel,March,Southern,All day
ribbon eel,April,Southern,All day
saddled bichir,June,Northern,9 PM – 4 AM
saddled bichir,July,Northern,9 PM – 4 AM
saddled bichir,August,Northern,9 PM – 4 AM
saddled bichir,September,Northern,9 PM – 4 AM
saddled bichir,December,Southern,9 PM – 4 AM
saddled bichir,January,Southern,9 PM – 4 AM
saddled bichir,February,Southern,9 PM – 4 AM
saddled bichir,March,Southern,9 PM – 4 AM
salmon,September,Northern,All day
salmon,September,Northern,All day
saw shark,June,Northern,4 PM – 9 AM
saw shark,July,Northern,4 PM – 9 AM
saw shark,August,Northern,4 PM – 9 AM
saw shark,September,Northern,4 PM – 9 AM
saw shark,December,Southern,4 PM – 9 AM
saw shark,January,Southern,4 PM – 9 AM
saw shark,February,Southern,4 PM – 9 AM
saw shark,March,Southern,4 PM – 9 AM
sea bass,January,Northern,All day
sea bass,February,Northern,All day
sea bass,March,Northern,All day
sea bass,April,Northern,All day
sea bass,May,Northern,All day
sea bass,June,Northern,All day
sea bass,July,Northern,All day
sea bass,August,Northern,All day
sea bass,September,Northern,All day
sea bass,October,Northern,All day
sea bass,November,Northern,All day
sea bass,December,Northern,All day
sea bass,January,Southern,All day
sea bass,February,Southern,All day
sea bass,March,Southern,All day
sea bass,April,Southern,All day
sea bass,May,Southern,All day
sea bass,June,Southern,All day
sea bass,July,Southern,All day
sea bass,August,Southern,All day
sea bass,September,Southern,All day
sea bass,October,Southern,All day
sea bass,November,Southern,All day
sea bass,December,Southern,All day
sea butterfly,December,Northern,All day
sea butterfly,January,Northern,All day
sea butterfly,February,Northern,All day
sea butterfly,March,Northern,All day
sea butterfly,June,Southern,All day
sea butterfly,July,Southern,All day
sea butterfly,August,Southern,All day
sea butterfly,September,Southern,All day
sea horse,April,Northern,All day
sea horse,May,Northern,All day
sea horse,June,Northern,All day
sea horse,July,Northern,All day
sea horse,August,Northern,All day
sea horse,September,Northern,All day
sea horse,October,Northern,All day
sea horse,November,Northern,All day
sea horse,October,Southern,All day
sea horse,November,Southern,All day
sea horse,December,Southern,All day
sea horse,January,Southern,All day
sea horse,February,Southern,All day
sea horse,March,Southern,All day
sea horse,April,Southern,All day
sea horse,May,Southern,All day
snapping turtle,April,Northern,9 PM – 4 AM
snapping turtle,May,Northern,9 PM – 4 AM
snapping turtle,June,Northern,9 PM – 4 AM
snapping turtle,July,Northern,9 PM – 4 AM
snapping turtle,August,Northern,9 PM – 4 AM
snapping turtle,September,Northern,9 PM – 4 AM
snapping turtle,October,Northern,9 PM – 4 AM
snapping turtle,October,Southern,9 PM – 4 AM
snapping turtle,November,Southern,9 PM – 4 AM
snapping turtle,December,Southern,9 PM – 4 AM
snapping turtle,January,Southern,9 PM – 4 AM
snapping turtle,February,Southern,9 PM – 4 AM
snapping turtle,March,Southern,9 PM – 4 AM
snapping turtle,April,Southern,9 PM – 4 AM
soft-shelled turtle,August,Northern,4 PM – 9 AM
soft-shelled turtle,September,Northern,4 PM – 9 AM
soft-shelled turtle,February,Southern,4 PM – 9 AM
soft-shelled turtle,March,Southern,4 PM – 9 AM
squid,December,Northern,All day
squid,January,Northern,All day
squid,February,Northern,All day
squid,March,Northern,All day
squid,April,Northern,All day
squid,May,Northern,All day
squid,June,Northern,All day
squid,July,Northern,All day
squid,August,Northern,All day
squid,June,Southern,All day
squid,July,Southern,All day
squid,August,Southern,All day
squid,September,Southern,All day
squid,October,Southern,All day
squid,November,Southern,All day
squid,December,Southern,All day
squid,January,Southern,All day
squid,February,Southern,All day
stringfish,December,Northern,4 PM – 9 AM
stringfish,January,Northern,4 PM – 9 AM
stringfish,February,Northern,4 PM – 9 AM
stringfish,March,Northern,4 PM – 9 AM
stringfish,June,Southern,4 PM – 9 AM
stringfish,July,Southern,4 PM – 9 AM
stringfish,August,Southern,4 PM – 9 AM
stringfish,September,Southern,4 PM – 9 AM
sturgeon,September,Northern,All day
sturgeon,October,Northern,All day
sturgeon,November,Northern,All day
sturgeon,December,Northern,All day
sturgeon,January,Northern,All day
sturgeon,February,Northern,All day
sturgeon,March,Northern,All day
sturgeon,March,Southern,All day
sturgeon,April,Southern,All day
sturgeon,May,Southern,All day
sturgeon,June,Southern,All day
sturgeon,July,Southern,All day
sturgeon,August,Southern,All day
sturgeon,September,Southern,All day
suckerfish,June,Northern,All day
suckerfish,July,Northern,All day
suckerfish,August,Northern,All day
suckerfish,September,Northern,All day
suckerfish,December,Southern,All day
suckerfish,January,Southern,All day
suckerfish,February,Southern,All day
suckerfish,March,Southern,All day
surgeonfish,April,Northern,All day
surgeonfish,May,Northern,All day
surgeonfish,June,Northern,All day
surgeonfish,July,Northern,All day
surgeonfish,August,Northern,All day
surgeonfish,September,Northern,All day
surgeonfish,October,Southern,All day
surgeonfish,November,Southern,All day
surgeonfish,December,Southern,All day
surgeonfish,January,Southern,All day
surgeonfish,February,Southern,All day
surgeonfish,March,Southern,All day
sweetfish,July,Northern,All day
sweetfish,August,Northern,All day
sweetfish,September,Northern,All day
sweetfish,January,Southern,All day
sweetfish,February,Southern,All day
sweetfish,March,Southern,All day
tadpole,March,Northern,All day
tadpole,April,Northern,All day
tadpole,May,Northern,All day
tadpole,June,Northern,All day
tadpole,July,Northern,All day
tadpole,September,Southern,All day
tadpole,October,Southern,All day
tadpole,November,Southern,All day
tadpole,December,Southern,All day
tadpole,January,Southern,All day
tilapia,June,Northern,All day
tilapia,July,Northern,All day
tilapia,August,Northern,All day
tilapia,September,Northern,All day
tilapia,October,Northern,All day
tilapia,December,Southern,All day
tilapia,January,Southern,All day
tilapia,February,Southern,All day
tilapia,March,Southern,All day
tilapia,April,Southern,All day
tuna,November,Northern,All day
tuna,December,Northern,All day
tuna,January,Northern,All day
tuna,February,Northern,All day
tuna,March,Northern,All day
tuna,April,Northern,All day
tuna,May,Southern,All day
tuna,June,Southern,All day
tuna,July,Southern,All day
tuna,August,Southern,All day
tuna,September,Southern,All day
tuna,October,Southern,All day
whale shark,June,Northern,All day
whale shark,July,Northern,All day
whale shark,August,Northern,All day
whale shark,September,Northern,All day
whale shark,December,Southern,All day
whale shark,January,Southern,All day
whale shark,February,Southern,All day
whale shark,March,Southern,All day
yellow perch,October,Northern,All day
yellow perch,November,Northern,All day
yellow perch,December,Northern,All day
yellow perch,January,Northern,All day
yellow perch,February,Northern,All day
yellow perch,March,Northern,All day
yellow perch,April,Southern,All day
yellow perch,May,Southern,All day
yellow perch,June,Southern,All day
yellow perch,July,Southern,All day
yellow perch,August,Southern,All day
yellow perch,September,Southern,All day
zebra turkeyfish,April,Northern,All day
zebra turkeyfish,May,Northern,All day
zebra turkeyfish,June,Northern,All day
zebra turkeyfish,July,Northern,All day
zebra turkeyfish,August,Northern,All day
zebra turkeyfish,September,Northern,All day
zebra turkeyfish,October,Northern,All day
zebra turkeyfish,November,Northern,All day
zebra turkeyfish,October,Southern,All day
zebra turkeyfish,November,Southern,All day
zebra turkeyfish,December,Southern,All day
zebra turkeyfish,January,Southern,All day
zebra turkeyfish,February,Southern,All day
zebra turkeyfish,March,Southern,All day
zebra turkeyfish,April,Southern,All day
zebra turkeyfish,May,Southern,All day
ant,January,Northern,All day
ant,February,Northern,All day
ant,March,Northern,All day
ant,April,Northern,All day
ant,May,Northern,All day
ant,June,Northern,All day
ant,July,Northern,All day
ant,August,Northern,All day
ant,September,Northern,All day
ant,October,Northern,All day
ant,November,Northern,All day
ant,December,Northern,All day
ant,January,Southern,All day
ant,February,Southern,All day
ant,March,Southern,All day
ant,April,Southern,All day
ant,May,Southern,All day
ant,June,Southern,All day
ant,July,Southern,All day
ant,August,Southern,All day
ant,September,Southern,All day
ant,October,Southern,All day
ant,November,Southern,All day
ant,December,Southern,All day
atlas moth,April,Northern,7pm - 4am
atlas moth,May,Northern,7pm - 4am
atlas moth,June,Northern,7pm - 4am
atlas moth,July,Northern,7pm - 4am
atlas moth,August,Northern,7pm - 4am
atlas moth,September,Northern,7pm - 4am
atlas moth,October,Southern,7pm - 4am
atlas moth,November,Southern,7pm - 4am
atlas moth,December,Southern,7pm - 4am
atlas moth,January,Southern,7pm - 4am
atlas moth,February,Southern,7pm - 4am
atlas moth,March,Southern,7pm - 4am
bagworm,January,Northern,All day
bagworm,February,Northern,All day
bagworm,March,Northern,All day
bagworm,April,Northern,All day
bagworm,May,Northern,All day
bagworm,June,Northern,All day
bagworm,July,Northern,All day
bagworm,August,Northern,All day
bagworm,September,Northern,All day
bagworm,October,Northern,All day
bagworm,November,Northern,All day
bagworm,December,Northern,All day
bagworm,January,Southern,All day
bagworm,February,Southern,All day
bagworm,March,Southern,All day
bagworm,April,Southern,All day
bagworm,May,Southern,All day
bagworm,June,Southern,All day
bagworm,July,Southern,All day
bagworm,August,Southern,All day
bagworm,September,Southern,All day
bagworm,October,Southern,All day
bagworm,November,Southern,All day
bagworm,December,Southern,All day
banded dragonfly,May,Northern,8am - 5pm
banded dragonfly,June,Northern,8am - 5pm
banded dragonfly,July,Northern,8am - 5pm
banded dragonfly,August,Northern,8am - 5pm
banded dragonfly,September,Northern,8am - 5pm
banded dragonfly,October,Northern,8am - 5pm
banded dragonfly,November,Southern,8am - 5pm
banded dragonfly,December,Southern,8am - 5pm
banded dragonfly,January,Southern,8am - 5pm
banded dragonfly,February,Southern,8am - 5pm
banded dragonfly,March,Southern,8am - 5pm
banded dragonfly,April,Southern,8am - 5pm
bell cricket,September,Northern,5pm - 8am
bell cricket,October,Northern,5pm - 8am
bell cricket,March,Southern,5pm - 8am
bell cricket,April,Southern,5pm - 8am
blue weevil beetle,July,Northern,All day
blue weevil beetle,August,Northern,All day
blue weevil beetle,January,Southern,All day
blue weevil beetle,February,Southern,All day
brown cicada,July,Northern,8am - 5pm
brown cicada,August,Northern,8am - 5pm
brown cicada,January,Southern,8am - 5pm
brown cicada,February,Southern,8am - 5pm
centipede,September,Northern,4 PM – 11 PM
centipede,October,Northern,4 PM – 11 PM
centipede,November,Northern,4 PM – 11 PM
centipede,December,Northern,4 PM – 11 PM
centipede,January,Northern,4 PM – 11 PM
centipede,February,Northern,4 PM – 11 PM
centipede,March,Northern,4 PM – 11 PM
centipede,April,Northern,4 PM – 11 PM
centipede,May,Northern,4 PM – 11 PM
centipede,June,Northern,4 PM – 11 PM
centipede,March,Southern,4 PM – 11 PM
centipede,April,Southern,4 PM – 11 PM
centipede,May,Southern,4 PM – 11 PM
centipede,June,Southern,4 PM – 11 PM
centipede,July,Southern,4 PM – 11 PM
centipede,August,Southern,4 PM – 11 PM
centipede,September,Southern,4 PM – 11 PM
centipede,October,Southern,4 PM – 11 PM
centipede,November,Southern,4 PM – 11 PM
centipede,December,Southern,4 PM – 11 PM
cicada shell,July,Northern,All day
cicada shell,August,Northern,All day
cicada shell,January,Southern,All day
cicada shell,February,Southern,All day
citrus long-horned beetle,January,Northern,All day
citrus long-horned beetle,February,Northern,All day
citrus long-horned beetle,March,Northern,All day
citrus long-horned beetle,April,Northern,All day
citrus long-horned beetle,May,Northern,All day
citrus long-horned beetle,June,Northern,All day
citrus long-horned beetle,July,Northern,All day
citrus long-horned beetle,August,Northern,All day
citrus long-horned beetle,September,Northern,All day
citrus long-horned beetle,October,Northern,All day
citrus long-horned beetle,November,Northern,All day
citrus long-horned beetle,December,Northern,All day
citrus long-horned beetle,January,Southern,All day
citrus long-horned beetle,February,Southern,All day
citrus long-horned beetle,March,Southern,All day
citrus long-horned beetle,April,Southern,All day
citrus long-horned beetle,May,Southern,All day
citrus long-horned beetle,June,Southern,All day
citrus long-horned beetle,July,Southern,All day
citrus long-horned beetle,August,Southern,All day
citrus long-horned beetle,September,Southern,All day
citrus long-horned beetle,October,Southern,All day
citrus long-horned beetle,November,Southern,All day
citrus long-horned beetle,December,Southern,All day
common bluebottle,April,Northern,4 AM – 7 PM
common bluebottle,May,Northern,4 AM – 7 PM
common bluebottle,June,Northern,4 AM – 7 PM
common bluebottle,July,Northern,4 AM – 7 PM
common bluebottle,August,Northern,4 AM – 7 PM
common bluebottle,October,Southern,4 AM – 7 PM
common bluebottle,November,Southern,4 AM – 7 PM
common bluebottle,December,Southern,4 AM – 7 PM
common bluebottle,January,Southern,4 AM – 7 PM
common bluebottle,February,Southern,4 AM – 7 PM
common butterfly,September,Northern,4 AM – 7 PM
common butterfly,October,Northern,4 AM – 7 PM
common butterfly,November,Northern,4 AM – 7 PM
common butterfly,December,Northern,4 AM – 7 PM
common butterfly,January,Northern,4 AM – 7 PM
common butterfly,February,Northern,4 AM – 7 PM
common butterfly,March,Northern,4 AM – 7 PM
common butterfly,April,Northern,4 AM – 7 PM
common butterfly,May,Northern,4 AM – 7 PM
common butterfly,June,Northern,4 AM – 7 PM
common butterfly,March,Southern,4 AM – 7 PM
common butterfly,April,Southern,4 AM – 7 PM
common butterfly,May,Southern,4 AM – 7 PM
common butterfly,June,Southern,4 AM – 7 PM
common butterfly,July,Southern,4 AM – 7 PM
common butterfly,August,Southern,4 AM – 7 PM
common butterfly,September,Southern,4 AM – 7 PM
common butterfly,October,Southern,4 AM – 7 PM
common butterfly,November,Southern,4 AM – 7 PM
common butterfly,December,Southern,4 AM – 7 PM
cricket,September,Northern,5pm - 8am
cricket,October,Northern,5pm - 8am
cricket,November,Northern,5pm - 8am
cricket,March,Southern,5pm - 8am
cricket,April,Southern,5pm - 8am
cricket,May,Southern,5pm - 8am
cyclommatus stag,July,Northern,5pm - 8am
cyclommatus stag,August,Northern,5pm - 8am
cyclommatus stag,January,Southern,5pm - 8am
cyclommatus stag,February,Southern,5pm - 8am
damselfly,November,Northern,All day
damselfly,December,Northern,All day
damselfly,January,Northern,All day
damselfly,February,Northern,All day
damselfly,May,Southern,All day
damselfly,June,Southern,All day
damselfly,July,Southern,All day
damselfly,August,Southern,All day
darner dragonfly,April,Northern,8am - 5pm
darner dragonfly,May,Northern,8am - 5pm
darner dragonfly,June,Northern,8am - 5pm
darner dragonfly,July,Northern,8am - 5pm
darner dragonfly,August,Northern,8am - 5pm
darner dragonfly,September,Northern,8am - 5pm
darner dragonfly,October,Northern,8am - 5pm
darner dragonfly,October,Southern,8am - 5pm
darner dragonfly,November,Southern,8am - 5pm
darner dragonfly,December,Southern,8am - 5pm
darner dragonfly,January,Southern,8am - 5pm
darner dragonfly,February,Southern,8am - 5pm
darner dragonfly,March,Southern,8am - 5pm
darner dragonfly,April,Southern,8am - 5pm
diving beetle,May,Northern,8 AM – 7 PM
diving beetle,June,Northern,8 AM – 7 PM
diving beetle,July,Northern,8 AM – 7 PM
diving beetle,August,Northern,8 AM – 7 PM
diving beetle,September,Northern,8 AM – 7 PM
diving beetle,November,Southern,8 AM – 7 PM
diving beetle,December,Southern,8 AM – 7 PM
diving beetle,January,Southern,8 AM – 7 PM
diving beetle,February,Southern,8 AM – 7 PM
diving beetle,March,Southern,8 AM – 7 PM
drone beetle,June,Northern,All day
drone beetle,July,Northern,All day
drone beetle,August,Northern,All day
drone beetle,December,Southern,All day
drone beetle,January,Southern,All day
drone beetle,February,Southern,All day
dung beetle,December,Northern,All day
dung beetle,January,Northern,All day
dung beetle,February,Northern,All day
dung beetle,June,Southern,All day
dung beetle,July,Southern,All day
dung beetle,August,Southern,All day
earth-boring dung beetle,July,Northern,All day
earth-boring dung beetle,August,Northern,All day
earth-boring dung beetle,September,Northern,All day
earth-boring dung beetle,January,Southern,All day
earth-boring dung beetle,February,Southern,All day
earth-boring dung beetle,March,Southern,All day
emperor butterfly,December,Northern,5 PM – 8 AM
emperor butterfly,January,Northern,5 PM – 8 AM
emperor butterfly,February,Northern,5 PM – 8 AM
emperor butterfly,March,Northern,5 PM – 8 AM
emperor butterfly,June,Northern,5 PM – 8 AM
emperor butterfly,July,Northern,5 PM – 8 AM
emperor butterfly,August,Northern,5 PM – 8 AM
emperor butterfly,September,Northern,5 PM – 8 AM
emperor butterfly,December,Southern,5 PM – 8 AM
emperor butterfly,January,Southern,5 PM – 8 AM
emperor butterfly,February,Southern,5 PM – 8 AM
emperor butterfly,March,Southern,5 PM – 8 AM
emperor butterfly,June,Southern,5 PM – 8 AM
emperor butterfly,July,Southern,5 PM – 8 AM
emperor butterfly,August,Southern,5 PM – 8 AM
emperor butterfly,September,Southern,5 PM – 8 AM
evening cicada,July,Northern,"4 AM – 8 AM, 4 PM – 7 PM"
evening cicada,August,Northern,"4 AM – 8 AM, 4 PM – 7 PM"
evening cicada,January,Southern,"4 AM – 8 AM, 4 PM – 7 PM"
evening cicada,February,Southern,"4 AM – 8 AM, 4 PM – 7 PM"
firefly,June,Northern,7 PM – 4 AM
firefly,December,Southern,7 PM – 4 AM
flea,April,Northern,All day
flea,May,Northern,All day
flea,June,Northern,All day
flea,July,Northern,All day
flea,August,Northern,All day
flea,September,Northern,All day
flea,October,Northern,All day
flea,November,Northern,All day
flea,October,Southern,All day
flea,November,Southern,All day
flea,December,Southern,All day
flea,January,Southern,All day
flea,February,Southern,All day
flea,March,Southern,All day
flea,April,Southern,All day
flea,May,Southern,All day
fly,January,Northern,All day
fly,February,Northern,All day
fly,March,Northern,All day
fly,April,Northern,All day
fly,May,Northern,All day
fly,June,Northern,All day
fly,July,Northern,All day
fly,August,Northern,All day
