AnimalName,Month,Hemisphere,Availability
fly,September,Northern,All day
fly,October,Northern,All day
fly,November,Northern,All day
fly,December,Northern,All day
fly,January,Southern,All day
fly,February,Southern,All day
fly,March,Southern,All day
fly,April,Southern,All day
fly,May,Southern,All day
fly,June,Southern,All day
fly,July,Southern,All day
fly,August,Southern,All day
fly,September,Southern,All day
fly,October,Southern,All day
fly,November,Southern,All day
fly,December,Southern,All day
giant cicada,July,Northern,8am - 5pm
giant cicada,August,Northern,8am - 5pm
giant cicada,January,Southern,8am - 5pm
giant cicada,February,Southern,8am - 5pm
giant stag,July,Northern,11 PM – 8 AM
giant stag,August,Northern,11 PM – 8 AM
giant stag,January,Southern,11 PM – 8 AM
giant stag,February,Southern,11 PM – 8 AM
giant water bug,April,Northern,7 PM – 8 AM
giant water bug,May,Northern,7 PM – 8 AM
giant water bug,June,Northern,7 PM – 8 AM
giant water bug,July,Northern,7 PM – 8 AM
giant water bug,August,Northern,7 PM – 8 AM
giant water bug,September,Northern,7 PM – 8 AM
giant water bug,October,Southern,7 PM – 8 AM
giant water bug,November,Southern,7 PM – 8 AM
giant water bug,December,Southern,7 PM – 8 AM
giant water bug,January,Southern,7 PM – 8 AM
giant water bug,February,Southern,7 PM – 8 AM
giant water bug,March,Southern,7 PM – 8 AM
giraffe stag,July,Northern,5 PM – 8 AM
giraffe stag,August,Northern,5 PM – 8 AM
giraffe stag,January,Southern,5 PM – 8 AM
giraffe stag,February,Southern,5 PM – 8 AM
golden stag,July,Northern,5 PM – 8 AM
golden stag,August,Northern,5 PM – 8 AM
golden stag,January,Southern,5 PM – 8 AM
golden stag,February,Southern,5 PM – 8 AM
goliath beetle,June,Northern,5 PM – 8 AM
goliath beetle,July,Northern,5 PM – 8 AM
goliath beetle,August,Northern,5 PM – 8 AM
goliath beetle,September,Northern,5 PM – 8 AM
goliath beetle,December,Southern,5 PM – 8 AM
goliath beetle,January,Southern,5 PM – 8 AM
goliath beetle,February,Southern,5 PM – 8 AM
goliath beetle,March,Southern,5 PM – 8 AM
grasshopper,July,Northern,8am - 5pm
grasshopper,August,Northern,8am - 5pm
grasshopper,September,Northern,8am - 5pm
grasshopper,January,Southern,8am - 5pm
grasshopper,February,Southern,8am - 5pm
grasshopper,March,Southern,8am - 5pm
great purple emperor,May,Northern,4 AM – 7 PM
great purple emperor,June,Northern,4 AM – 7 PM
great purple emperor,July,Northern,4 AM – 7 PM
great purple emperor,August,Northern,4 AM – 7 PM
great purple emperor,November,Southern,4 AM – 7 PM
great purple emperor,December,Southern,4 AM – 7 PM
great purple emperor,January,Southern,4 AM – 7 PM
great purple emperor,February,Southern,4 AM – 7 PM
hermit crab,January,Northern,7 PM – 8 AM
hermit crab,February,Northern,7 PM – 8 AM
hermit crab,March,Northern,7 PM – 8 AM
hermit crab,April,Northern,7 PM – 8 AM
hermit crab,May,Northern,7 PM – 8 AM
hermit crab,June,Northern,7 PM – 8 AM
hermit crab,July,Northern,7 PM – 8 AM
hermit crab,August,Northern,7 PM – 8 AM
hermit crab,September,Northern,7 PM – 8 AM
hermit crab,October,Northern,7 PM – 8 AM
hermit crab,November,Northern,7 PM – 8 AM
hermit crab,December,Northern,7 PM – 8 AM
hermit crab,January,Southern,7 PM – 8 AM
hermit crab,February,Southern,7 PM – 8 AM
hermit crab,March,Southern,7 PM – 8 AM
hermit crab,April,Southern,7 PM – 8 AM
hermit crab,May,Southern,7 PM – 8 AM
hermit crab,June,Southern,7 PM – 8 AM
hermit crab,July,Southern,7 PM – 8 AM
hermit crab,August,Southern,7 PM – 8 AM
hermit crab,September,Southern,7 PM – 8 AM
hermit crab,October,Southern,7 PM – 8 AM
hermit crab,November,Southern,7 PM – 8 AM
hermit crab,December,Southern,7 PM – 8 AM
honeybee,March,Northern,8 AM – 5 PM
honeybee,April,Northern,8 AM – 5 PM
honeybee,May,Northern,8 AM – 5 PM
honeybee,June,Northern,8 AM – 5 PM
honeybee,July,Northern,8 AM – 5 PM
honeybee,September,Southern,8 AM – 5 PM
honeybee,October,Southern,8 AM – 5 PM
honeybee,November,Southern,8 AM – 5 PM
honeybee,December,Southern,8 AM – 5 PM
honeybee,January,Southern,8 AM – 5 PM
horned atlas,July,Northern,5 PM – 8 AM
horned atlas,August,Northern,5 PM – 8 AM
horned atlas,January,Southern,5 PM – 8 AM
horned atlas,February,Southern,5 PM – 8 AM
horned dynastid,July,Northern,5 PM – 8 AM
horned dynastid,August,Northern,5 PM – 8 AM
horned dynastid,January,Southern,5 PM – 8 AM
horned dynastid,February,Southern,5 PM – 8 AM
horned elephant,July,Northern,5 PM – 8 AM
horned elephant,August,Northern,5 PM – 8 AM
horned elephant,January,Southern,5 PM – 8 AM
horned elephant,February,Southern,5 PM – 8 AM
horned hercules,July,Northern,5 PM – 8 AM
horned hercules,August,Northern,5 PM – 8 AM
horned hercules,January,Southern,5 PM – 8 AM
horned hercules,February,Southern,5 PM – 8 AM
jewel beetle,April,Northern,All day
jewel beetle,May,Northern,All day
jewel beetle,June,Northern,All day
jewel beetle,July,Northern,All day
jewel beetle,August,Northern,All day
jewel beetle,October,Southern,All day
jewel beetle,November,Southern,All day
jewel beetle,December,Southern,All day
jewel beetle,January,Southern,All day
jewel beetle,February,Southern,All day
ladybug,March,Northern,8 AM – 5 PM
ladybug,April,Northern,8 AM – 5 PM
ladybug,May,Northern,8 AM – 5 PM
ladybug,June,Northern,8 AM – 5 PM
ladybug,October,Northern,8 AM – 5 PM
ladybug,September,Southern,8 AM – 5 PM
ladybug,October,Southern,8 AM – 5 PM
ladybug,November,Southern,8 AM – 5 PM
ladybug,December,Southern,8 AM – 5 PM
ladybug,April,Southern,8 AM – 5 PM
long locust,April,Northern,8 AM – 7 PM
long locust,May,Northern,8 AM – 7 PM
long locust,June,Northern,8 AM – 7 PM
long locust,July,Northern,8 AM – 7 PM
long locust,August,Northern,8 AM – 7 PM
long locust,September,Northern,8 AM – 7 PM
long locust,October,Northern,8 AM – 7 PM
long locust,November,Northern,8 AM – 7 PM
long locust,October,Southern,8 AM – 7 PM
long locust,November,Southern,8 AM – 7 PM
long locust,December,Southern,8 AM – 7 PM
long locust,January,Southern,8 AM – 7 PM
long locust,February,Southern,8 AM – 7 PM
long locust,March,Southern,8 AM – 7 PM
long locust,April,Southern,8 AM – 7 PM
long locust,May,Southern,8 AM – 7 PM
Madagascan sunset moth,April,Northern,8 AM – 4 PM
Madagascan sunset moth,May,Northern,8 AM – 4 PM
Madagascan sunset moth,June,Northern,8 AM – 4 PM
Madagascan sunset moth,July,Northern,8 AM – 4 PM
Madagascan sunset moth,August,Northern,8 AM – 4 PM
Madagascan sunset moth,September,Northern,8 AM – 4 PM
Madagascan sunset moth,October,Southern,8 AM – 4 PM
Madagascan sunset moth,November,Southern,8 AM – 4 PM
Madagascan sunset moth,December,Southern,8 AM – 4 PM
Madagascan sunset moth,January,Southern,8 AM – 4 PM
Madagascan sunset moth,February,Southern,8 AM – 4 PM
Madagascan sunset moth,March,Southern,8 AM – 4 PM
man-faced stink bug,March,Northern,7 PM – 8 AM
man-faced stink bug,April,Northern,7 PM – 8 AM
man-faced stink bug,May,Northern,7 PM – 8 AM
man-faced stink bug,June,Northern,7 PM – 8 AM
man-faced stink bug,July,Northern,7 PM – 8 AM
man-faced stink bug,August,Northern,7 PM – 8 AM
man-faced stink bug,September,Northern,7 PM – 8 AM
man-faced stink bug,October,Northern,7 PM – 8 AM
man-faced stink bug,September,Southern,7 PM – 8 AM
man-faced stink bug,October,Southern,7 PM – 8 AM
man-faced stink bug,November,Southern,7 PM – 8 AM
man-faced stink bug,December,Southern,7 PM – 8 AM
man-faced stink bug,January,Southern,7 PM – 8 AM
man-faced stink bug,February,Southern,7 PM – 8 AM
man-faced stink bug,March,Southern,7 PM – 8 AM
man-faced stink bug,April,Southern,7 PM – 8 AM
mantis,March,Northern,8 AM – 5 PM
mantis,April,Northern,8 AM – 5 PM
mantis,May,Northern,8 AM – 5 PM
mantis,June,Northern,8 AM – 5 PM
mantis,July,Northern,8 AM – 5 PM
mantis,August,Northern,8 AM – 5 PM
mantis,September,Northern,8 AM – 5 PM
mantis,October,Northern,8 AM – 5 PM
mantis,November,Northern,8 AM – 5 PM
mantis,September,Southern,8 AM – 5 PM
mantis,October,Southern,8 AM – 5 PM
mantis,November,Southern,8 AM – 5 PM
mantis,December,Southern,8 AM – 5 PM
mantis,January,Southern,8 AM – 5 PM
mantis,February,Southern,8 AM – 5 PM
mantis,March,Southern,8 AM – 5 PM
mantis,April,Southern,8 AM – 5 PM
mantis,May,Southern,8 AM – 5 PM
migratory locust,August,Northern,8 AM – 7 PM
migratory locust,September,Northern,8 AM – 7 PM
migratory locust,October,Northern,8 AM – 7 PM
migratory locust,November,Northern,8 AM – 7 PM
migratory locust,February,Southern,8 AM – 7 PM
migratory locust,March,Southern,8 AM – 7 PM
migratory locust,April,Southern,8 AM – 7 PM
migratory locust,May,Southern,8 AM – 7 PM
miyama stag,July,Northern,All day
miyama stag,August,Northern,All day
miyama stag,January,Southern,All day
miyama stag,February,Southern,All day
mole cricket,November,Northern,All day
mole cricket,December,Northern,All day
mole cricket,January,Northern,All day
mole cricket,February,Northern,All day
mole cricket,March,Northern,All day
mole cricket,April,Northern,All day
mole cricket,May,Northern,All day
mole cricket,May,Southern,All day
mole cricket,June,Southern,All day
mole cricket,July,Southern,All day
mole cricket,August,Southern,All day
mole cricket,September,Southern,All day
mole cricket,October,Southern,All day
mole cricket,November,Southern,All day
monarch butterfly,September,Northern,4 AM – 5 PM
monarch butterfly,October,Northern,4 AM – 5 PM
monarch butterfly,November,Northern,4 AM – 5 PM
monarch butterfly,March,Southern,4 AM – 5 PM
monarch butterfly,April,Southern,4 AM – 5 PM
monarch butterfly,May,Southern,4 AM – 5 PM
mosquito,June,Northern,5 PM – 4 AM
mosquito,July,Northern,5 PM – 4 AM
mosquito,August,Northern,5 PM – 4 AM
mosquito,September,Northern,5 PM – 4 AM
mosquito,December,Southern,5 PM – 4 AM
mosquito,January,Southern,5 PM – 4 AM
mosquito,February,Southern,5 PM – 4 AM
mosquito,March,Southern,5 PM – 4 AM
moth,January,Northern,7 PM – 4 AM
moth,February,Northern,7 PM – 4 AM
moth,March,Northern,7 PM – 4 AM
moth,April,Northern,7 PM – 4 AM
moth,May,Northern,7 PM – 4 AM
moth,June,Northern,7 PM – 4 AM
moth,July,Northern,7 PM – 4 AM
moth,August,Northern,7 PM – 4 AM
moth,September,Northern,7 PM – 4 AM
moth,October,Northern,7 PM – 4 AM
moth,November,Northern,7 PM – 4 AM
moth,December,Northern,7 PM – 4 AM
moth,January,Southern,7 PM – 4 AM
moth,February,Southern,7 PM – 4 AM
moth,March,Southern,7 PM – 4 AM
moth,April,Southern,7 PM – 4 AM
moth,May,Southern,7 PM – 4 AM
moth,June,Southern,7 PM – 4 AM
moth,July,Southern,7 PM – 4 AM
moth,August,Southern,7 PM – 4 AM
moth,September,Southern,7 PM – 4 AM
moth,October,Southern,7 PM – 4 AM
moth,November,Southern,7 PM – 4 AM
moth,December,Southern,7 PM – 4 AM
orchid mantis,March,Northern,8 AM – 5 PM
orchid mantis,April,Northern,8 AM – 5 PM
orchid mantis,May,Northern,8 AM – 5 PM
orchid mantis,June,Northern,8 AM – 5 PM
orchid mantis,July,Northern,8 AM – 5 PM
orchid mantis,August,Northern,8 AM – 5 PM
orchid mantis,September,Northern,8 AM – 5 PM
orchid mantis,October,Northern,8 AM – 5 PM
orchid mantis,November,Northern,8 AM – 5 PM
orchid mantis,September,Southern,8 AM – 5 PM
orchid mantis,October,Southern,8 AM – 5 PM
orchid mantis,November,Southern,8 AM – 5 PM
orchid mantis,December,Southern,8 AM – 5 PM
orchid mantis,January,Southern,8 AM – 5 PM
orchid mantis,February,Southern,8 AM – 5 PM
orchid mantis,March,Southern,8 AM – 5 PM
orchid mantis,April,Southern,8 AM – 5 PM
orchid mantis,May,Southern,8 AM – 5 PM
paper kite butterfly,January,Northern,8 AM – 7 PM
paper kite butterfly,February,Northern,8 AM – 7 PM
paper kite butterfly,March,Northern,8 AM – 7 PM
paper kite butterfly,April,Northern,8 AM – 7 PM
paper kite butterfly,May,Northern,8 AM – 7 PM
paper kite butterfly,June,Northern,8 AM – 7 PM
paper kite butterfly,July,Northern,8 AM – 7 PM
paper kite butterfly,August,Northern,8 AM – 7 PM
paper kite butterfly,September,Northern,8 AM – 7 PM
paper kite butterfly,October,Northern,8 AM – 7 PM
paper kite butterfly,November,Northern,8 AM – 7 PM
paper kite butterfly,December,Northern,8 AM – 7 PM
paper kite butterfly,January,Southern,8 AM – 7 PM
paper kite butterfly,February,Southern,8 AM – 7 PM
paper kite butterfly,March,Southern,8 AM – 7 PM
paper kite butterfly,April,Southern,8 AM – 7 PM
paper kite butterfly,May,Southern,8 AM – 7 PM
paper kite butterfly,June,Southern,8 AM – 7 PM
paper kite butterfly,July,Southern,8 AM – 7 PM
paper kite butterfly,August,Southern,8 AM – 7 PM
paper kite butterfly,September,Southern,8 AM – 7 PM
paper kite butterfly,October,Southern,8 AM – 7 PM
paper kite butterfly,November,Southern,8 AM – 7 PM
paper kite butterfly,December,Southern,8 AM – 7 PM
peacock butterfly,March,Northern,4 AM – 7 PM
peacock butterfly,April,Northern,4 AM – 7 PM
peacock butterfly,May,Northern,4 AM – 7 PM
peacock butterfly,June,Northern,4 AM – 7 PM
peacock butterfly,September,Southern,4 AM – 7 PM
peacock butterfly,October,Southern,4 AM – 7 PM
peacock butterfly,November,Southern,4 AM – 7 PM
peacock butterfly,December,Southern,4 AM – 7 PM
pill bug,September,Northern,11 PM – 4 PM
pill bug,October,Northern,11 PM – 4 PM
pill bug,November,Northern,11 PM – 4 PM
pill bug,December,Northern,11 PM – 4 PM
pill bug,January,Northern,11 PM – 4 PM
pill bug,February,Northern,11 PM – 4 PM
pill bug,March,Northern,11 PM – 4 PM
pill bug,April,Northern,11 PM – 4 PM
pill bug,May,Northern,11 PM – 4 PM
pill bug,June,Northern,11 PM – 4 PM
pill bug,March,Southern,11 PM – 4 PM
pill bug,April,Southern,11 PM – 4 PM
pill bug,May,Southern,11 PM – 4 PM
pill bug,June,Southern,11 PM – 4 PM
pill bug,July,Southern,11 PM – 4 PM
pill bug,August,Southern,11 PM – 4 PM
pill bug,September,Southern,11 PM – 4 PM
pill bug,October,Southern,11 PM – 4 PM
pill bug,November,Southern,11 PM – 4 PM
pill bug,December,Southern,11 PM – 4 PM
pondskater,May,Northern,8 AM – 7 PM
pondskater,June,Northern,8 AM – 7 PM
pondskater,July,Northern,8 AM – 7 PM
pondskater,August,Northern,8 AM – 7 PM
pondskater,September,Northern,8 AM – 7 PM
pondskater,November,Southern,8 AM – 7 PM
pondskater,December,Southern,8 AM – 7 PM
pondskater,January,Southern,8 AM – 7 PM
pondskater,February,Southern,8 AM – 7 PM
pondskater,March,Southern,8 AM – 7 PM
Queen Alexandra's birdwing,May,Northern,8 AM – 4 PM
Queen Alexandra's birdwing,June,Northern,8 AM – 4 PM
Queen Alexandra's birdwing,July,Northern,8 AM – 4 PM
Queen Alexandra's birdwing,August,Northern,8 AM – 4 PM
Queen Alexandra's birdwing,September,Northern,8 AM – 4 PM
Queen Alexandra's birdwing,November,Southern,8 AM – 4 PM
Queen Alexandra's birdwing,December,Southern,8 AM – 4 PM
Queen Alexandra's birdwing,January,Southern,8 AM – 4 PM
Queen Alexandra's birdwing,February,Southern,8 AM – 4 PM
Queen Alexandra's birdwing,March,Southern,8 AM – 4 PM
rainbow stag,June,Northern,7 PM – 8 AM
rainbow stag,July,Northern,7 PM – 8 AM
rainbow stag,August,Northern,7 PM – 8 AM
rainbow stag,September,Northern,7 PM – 8 AM
rainbow stag,December,Southern,7 PM – 8 AM
rainbow stag,January,Southern,7 PM – 8 AM
rainbow stag,February,Southern,7 PM – 8 AM
rainbow stag,March,Southern,7 PM – 8 AM
Rajah Brooke's birdwing,April,Northern,8 AM – 5 PM
Rajah Brooke's birdwing,May,Northern,8 AM – 5 PM
Rajah Brooke's birdwing,June,Northern,8 AM – 5 PM
Rajah Brooke's birdwing,July,Northern,8 AM – 5 PM
Rajah Brooke's birdwing,August,Northern,8 AM – 5 PM
Rajah Brooke's birdwing,September,Northern,8 AM – 5 PM
Rajah Brooke's birdwing,December,Northern,8 AM – 5 PM
Rajah Brooke's birdwing,January,Northern,8 AM – 5 PM
Rajah Brooke's birdwing,February,Northern,8 AM – 5 PM
Rajah Brooke's birdwing,October,Southern,8 AM – 5 PM
Rajah Brooke's birdwing,November,Southern,8 AM – 5 PM
Rajah Brooke's birdwing,December,Southern,8 AM – 5 PM
Rajah Brooke's birdwing,January,Southern,8 AM – 5 PM
Rajah Brooke's birdwing,February,Southern,8 AM – 5 PM
Rajah Brooke's birdwing,March,Southern,8 AM – 5 PM
Rajah Brooke's birdwing,June,Southern,8 AM – 5 PM
Rajah Brooke's birdwing,July,Southern,8 AM – 5 PM
Rajah Brooke's birdwing,August,Southern,8 AM – 5 PM
red dragonfly,September,Northern,8 AM – 7 PM
red dragonfly,October,Northern,8 AM – 7 PM
red dragonfly,March,Southern,8 AM – 7 PM
red dragonfly,April,Southern,8 AM – 7 PM
rice grasshopper,August,Northern,8 AM – 7 PM
rice grasshopper,September,Northern,8 AM – 7 PM
rice grasshopper,October,Northern,8 AM – 7 PM
rice grasshopper,November,Northern,8 AM – 7 PM
rice grasshopper,February,Southern,8 AM – 7 PM
rice grasshopper,March,Southern,8 AM – 7 PM
rice grasshopper,April,Southern,8 AM – 7 PM
rice grasshopper,May,Southern,8 AM – 7 PM
robust cicada,July,Northern,8 AM – 5 PM
robust cicada,August,Northern,8 AM – 5 PM
robust cicada,January,Southern,8 AM – 5 PM
robust cicada,February,Southern,8 AM – 5 PM
rosalia batesi beetle,May,Northern,All day
rosalia batesi beetle,June,Northern,All day
rosalia batesi beetle,July,Northern,All day
rosalia batesi beetle,August,Northern,All day
rosalia batesi beetle,September,Northern,All day
rosalia batesi beetle,November,Southern,All day
rosalia batesi beetle,December,Southern,All day
rosalia batesi beetle,January,Southern,All day
rosalia batesi beetle,February,Southern,All day
rosalia batesi beetle,March,Southern,All day
saw stag,July,Northern,All day
saw stag,August,Northern,All day
saw stag,January,Southern,All day
saw stag,February,Southern,All day
scarab beetle,July,Northern,11 PM – 8 AM
scarab beetle,August,Northern,11 PM – 8 AM
scarab beetle,January,Southern,11 PM – 8 AM
scarab beetle,February,Southern,11 PM – 8 AM
scorpion,May,Northern,7 PM – 4 AM
scorpion,June,Northern,7 PM – 4 AM
scorpion,July,Northern,7 PM – 4 AM
scorpion,August,Northern,7 PM – 4 AM
scorpion,September,Northern,7 PM – 4 AM
scorpion,October,Northern,7 PM – 4 AM
scorpion,November,Southern,7 PM – 4 AM
scorpion,December,Southern,7 PM – 4 AM
scorpion,January,Southern,7 PM – 4 AM
scorpion,February,Southern,7 PM – 4 AM
scorpion,March,Southern,7 PM – 4 AM
scorpion,April,Southern,7 PM – 4 AM
snail,January,Northern,All day
snail,February,Northern,All day
snail,March,Northern,All day
snail,April,Northern,All day
snail,May,Northern,All day
snail,June,Northern,All day
snail,July,Northern,All day
snail,August,Northern,All day
snail,September,Northern,All day
snail,October,Northern,All day
snail,November,Northern,All day
snail,December,Northern,All day
snail,January,Southern,All day
snail,February,Southern,All day
snail,March,Southern,All day
snail,April,Southern,All day
snail,May,Southern,All day
snail,June,Southern,All day
snail,July,Southern,All day
snail,August,Southern,All day
snail,September,Southern,All day
snail,October,Southern,All day
snail,November,Southern,All day
snail,December,Southern,All day
spider,January,Northern,7 PM – 8 AM
spider,February,Northern,7 PM – 8 AM
spider,March,Northern,7 PM – 8 AM
spider,April,Northern,7 PM – 8 AM
spider,May,Northern,7 PM – 8 AM
spider,June,Northern,7 PM – 8 AM
spider,July,Northern,7 PM – 8 AM
spider,August,Northern,7 PM – 8 AM
spider,September,Northern,7 PM – 8 AM
spider,October,Northern,7 PM – 8 AM
spider,November,Northern,7 PM – 8 AM
spider,December,Northern,7 PM – 8 AM
spider,January,Southern,7 PM – 8 AM
spider,February,Southern,7 PM – 8 AM
spider,March,Southern,7 PM – 8 AM
spider,April,Southern,7 PM – 8 AM
spider,May,Southern,7 PM – 8 AM
spider,June,Southern,7 PM – 8 AM
spider,July,Southern,7 PM – 8 AM
spider,August,Southern,7 PM – 8 AM
spider,September,Southern,7 PM – 8 AM
spider,October,Southern,7 PM – 8 AM
spider,November,Southern,7 PM – 8 AM
spider,December,Southern,7 PM – 8 AM
stinkbug,March,Northern,All day
stinkbug,April,Northern,All day
stinkbug,May,Northern,All day
stinkbug,June,Northern,All day
stinkbug,July,Northern,All day
stinkbug,August,Northern,All day
stinkbug,September,Northern,All day
stinkbug,October,Northern,All day
stinkbug,September,Southern,All day
stinkbug,October,Southern,All day
stinkbug,November,Southern,All day
stinkbug,December,Southern,All day
stinkbug,January,Southern,All day
stinkbug,February,Southern,All day
stinkbug,March,Southern,All day
stinkbug,April,Southern,All day
tarantula,November,Northern,7 PM – 4 AM
tarantula,December,Northern,7 PM – 4 AM
tarantula,January,Northern,7 PM – 4 AM
tarantula,February,Northern,7 PM – 4 AM
tarantula,March,Northern,7 PM – 4 AM
tarantula,April,Northern,7 PM – 4 AM
tarantula,May,Southern,7 PM – 4 AM
tarantula,June,Southern,7 PM – 4 AM
tarantula,July,Southern,7 PM – 4 AM
tarantula,August,Southern,7 PM – 4 AM
tarantula,September,Southern,7 PM – 4 AM
tarantula,October,Southern,7 PM – 4 AM
tiger beetle,February,Northern,All day
tiger beetle,March,Northern,All day
tiger beetle,April,Northern,All day
tiger beetle,May,Northern,All day
tiger beetle,June,Northern,All day
tiger beetle,July,Northern,All day
tiger beetle,August,Northern,All day
tiger beetle,September,Northern,All day
tiger beetle,October,Northern,All day
tiger beetle,August,Southern,All day
tiger beetle,September,Southern,All day
tiger beetle,October,Southern,All day
tiger beetle,November,Southern,All day
tiger beetle,December,Southern,All day
tiger beetle,January,Southern,All day
tiger beetle,February,Southern,All day
tiger beetle,March,Southern,All day
tiger beetle,April,Southern,All day
tiger butterfly,March,Northern,4 AM – 7 PM
tiger butterfly,April,Northern,4 AM – 7 PM
tiger butterfly,May,Northern,4 AM – 7 PM
tiger butterfly,June,Northern,4 AM – 7 PM
tiger butterfly,July,Northern,4 AM – 7 PM
tiger butterfly,August,Northern,4 AM – 7 PM
tiger butterfly,September,Northern,4 AM – 7 PM
tiger butterfly,September,Southern,4 AM – 7 PM
tiger butterfly,October,Southern,4 AM – 7 PM
tiger butterfly,November,Southern,4 AM – 7 PM
tiger butterfly,December,Southern,4 AM – 7 PM
tiger butterfly,January,Southern,4 AM – 7 PM
tiger butterfly,February,Southern,4 AM – 7 PM
tiger butterfly,March,Southern,4 AM – 7 PM
violin beetle,May,Northern,All day
violin beetle,June,Northern,All day
violin beetle,September,Northern,All day
violin beetle,October,Northern,All day
violin beetle,November,Northern,All day
violin beetle,March,Southern,All day
violin beetle,April,Southern,All day
violin beetle,May,Southern,All day
violin beetle,November,Southern,All day
violin beetle,December,Southern,All day
walker cicada,August,Northern,8 AM – 4 PM
walker cicada,September,Northern,8 AM – 4 PM
walker cicada,February,Southern,8 AM – 4 PM
walker cicada,March,Southern,8 AM – 4 PM
walking leaf,July,Northern,All day
walking leaf,August,Northern,All day
walking leaf,September,Northern,All day
walking leaf,January,Southern,All day
walking leaf,February,Southern,All day
walking leaf,March,Southern,All day
walking stick,July,Northern,"4 AM – 8 AM, 5 PM – 7 PM"
walking stick,August,Northern,"4 AM – 8 AM, 5 PM – 7 PM"
walking stick,September,Northern,"4 AM – 8 AM, 5 PM – 7 PM"
walking stick,October,Northern,"4 AM – 8 AM, 5 PM – 7 PM"
walking stick,November,Northern,"4 AM – 8 AM, 5 PM – 7 PM"
walking stick,January,Southern,"4 AM – 8 AM, 5 PM – 7 PM"
walking stick,February,Southern,"4 AM – 8 AM, 5 PM – 7 PM"
walking stick,March,Southern,"4 AM – 8 AM, 5 PM – 7 PM"
walking stick,April,Southern,"4 AM – 8 AM, 5 PM – 7 PM"
walking stick,May,Southern,"4 AM – 8 AM, 5 PM – 7 PM"
wasp,January,Northern,All day
wasp,February,Northern,All day
wasp,March,Northern,All day
wasp,April,Northern,All day
wasp,May,Northern,All day
wasp,June,Northern,All day
wasp,July,Northern,All day
wasp,August,Northern,All day
wasp,September,Northern,All day
wasp,October,Northern,All day
wasp,November,Northern,All day
wasp,December,Northern,All day
wasp,January,Southern,All day
wasp,February,Southern,All day
wasp,March,Southern,All day
wasp,April,Southern,All day
wasp,May,Southern,All day
wasp,June,Southern,All day
wasp,July,Southern,All day
wasp,August,Southern,All day
wasp,September,Southern,All day
wasp,October,Southern,All day
wasp,November,Southern,All day
wasp,December,Southern,All day
wharf roach,January,Northern,All day
wharf roach,February,Northern,All day
wharf roach,March,Northern,All day
wharf roach,April,Northern,All day
wharf roach,May,Northern,All day
wharf roach,June,Northern,All day
wharf roach,July,Northern,All day
wharf roach,August,Northern,All day
wharf roach,September,Northern,All day
wharf roach,October,Northern,All day
wharf roach,November,Northern,All day
wharf roach,December,Northern,All day
wharf roach,January,Southern,All day
wharf roach,February,Southern,All day
wharf roach,March,Southern,All day
wharf roach,April,Southern,All day
wharf roach,May,Southern,All day
wharf roach,June,Southern,All day
wharf roach,July,Southern,All day
wharf roach,August,Southern,All day
wharf roach,September,Southern,All day
wharf roach,October,Southern,All day
wharf roach,November,Southern,All day
wharf roach,December,Southern,All day
yellow butterfly,March,Northern,4 AM – 7 PM
yellow butterfly,April,Northern,4 AM – 7 PM
yellow butterfly,May,Northern,4 AM – 7 PM
yellow butterfly,June,Northern,4 AM – 7 PM
yellow butterfly,September,Northern,4 AM – 7 PM
yellow butterfly,October,Northern,4 AM – 7 PM
yellow butterfly,March,Southern,4 AM – 7 PM
yellow butterfly,April,Southern,4 AM – 7 PM
yellow butterfly,September,Southern,4 AM – 7 PM
yellow butterfly,October,Southern,4 AM – 7 PM
yellow butterfly,November,Southern,4 AM – 7 PM
yellow butterfly,December,Southern,4 AM – 7 PM
